Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0186.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0186.txt,explore
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0197.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0197.txt,sway
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0114.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0114.txt,knew
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0028.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0028.txt,"We have often urged him to walk more and smoke less,"
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0093.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0093.txt,car
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0177.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0177.txt,error
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0181.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0181.txt,sleep
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0137.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0137.txt,suit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0043.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0043.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0077.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0077.txt,go
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0142.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0142.txt,Just one side got wet
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0080.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0080.txt,store
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0090.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0090.txt,jagged
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0187.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0187.txt,hear
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0034.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0034.txt,spark
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0096.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0096.txt,Don't ask me to carry an oily rag like that
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0202.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0202.txt,rocks
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0194.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0194.txt,I just try to do my best
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0037.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0037.txt,"A long, flowing beard clings to his chin,"
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0014.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0014.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0008.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0008.txt,trace
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0018.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0018.txt,rate
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0178.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0178.txt,tile
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0139.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0139.txt,back
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0025.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0025.txt,Twice each day he plays skillfully and with zest upon our small organ
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0040.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0040.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0069.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0069.txt,down
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0074.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0074.txt,dark
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0053.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0053.txt,You wished to know all about my grandfather
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0060.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0060.txt,floor
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0121.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0121.txt,"but he always answers, Banana oil!"
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0027.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0027.txt,know
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0105.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0105.txt,swarm
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0056.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0056.txt,stick
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0180.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0180.txt,pad
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0042.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0042.txt,lead
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0191.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0191.txt,menu
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0157.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0157.txt,I feel I can play this weekend
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0108.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0108.txt,air
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0116.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0116.txt,Usually minus several buttons
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0175.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0175.txt,You're used to being on the field
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0183.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0183.txt,cycle
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0154.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0154.txt,shoot
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0158.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0158.txt,lip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0159.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0159.txt,bear
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0062.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0062.txt,rain
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0135.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0135.txt,I looked up and noticed two old men
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0204.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0204.txt,ate
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0155.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0155.txt,prior
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0131.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0131.txt,pat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0010.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0010.txt,form
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0033.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0033.txt,weed
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0126.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0126.txt,dug
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0017.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0017.txt,jacket
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0051.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0051.txt,rage
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0047.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0047.txt,bug
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0098.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0098.txt,raid
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0198.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0198.txt,urgent
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0091.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0091.txt,tip
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0006.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0006.txt,stubble
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0147.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0147.txt,troop
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0073.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0073.txt,knee
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0083.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0083.txt,corn
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0171.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0171.txt,write
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0119.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0119.txt,warm
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0079.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0079.txt,race
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0143.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0143.txt,ate
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0153.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0153.txt,wish
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0036.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0036.txt,hair
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0078.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0078.txt,bit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0011.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0011.txt,She had your dark suit in greasy wash water all year
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0201.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0201.txt,air
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0109.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0109.txt,farm
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0200.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0200.txt,suit
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0196.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0196.txt,They carried me off on the stretcher
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0104.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0104.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/wav_headMic/0128.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F03/Session1/prompts/0128.txt,select
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0144.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0144.txt,This is not a program of socialized medicine
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0185.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0185.txt,spain
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0134.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0134.txt,witty
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0249.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0249.txt,sin
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0052.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0052.txt,Their house is grey and white
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0214.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0214.txt,The prospect of cutting back spending is an unpleasant one for any governor
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0238.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0238.txt,ham
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0084.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0084.txt,five
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0066.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0066.txt,write
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0044.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0044.txt,tie
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0164.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0164.txt,echo
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0095.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0095.txt,golf
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0240.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0240.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0228.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0228.txt,The owners regularly look for plumbing leaks
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0013.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0013.txt,All the big baseball players get traded
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0173.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0173.txt,yes
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0152.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0152.txt,sitting
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0117.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0117.txt,bloat
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0133.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0133.txt,pretty
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0032.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0032.txt,She is thinner than I am
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0230.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0230.txt,and
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0167.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0167.txt,quebec
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0003.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0003.txt,slay
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0179.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0179.txt,kilo
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0089.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0089.txt,pit
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0130.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0130.txt,papa
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0020.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0020.txt,boot
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0123.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0123.txt,cake
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0009.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0009.txt,He will allow a rare lily...rare lieHe will allow a rare lily...rare lie
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0195.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0195.txt,thorn
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0045.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0045.txt,sigh
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0140.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0140.txt,The box contained three sweaters
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0063.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0063.txt,back
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0087.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0087.txt,fitting
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0247.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0247.txt,Please open the window quickly
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0234.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0234.txt,sand
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0169.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0169.txt,lima
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0111.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0111.txt,hum
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0172.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0172.txt,"Before Thursday's exam, review every formula"
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0024.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0024.txt,though
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0038.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0038.txt,peer
archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/wav_headMic/0184.wav,archive/Dysarthria and Non Dysarthria/Torgo/F/F04/Session2/prompts/0184.txt,leak
